,enrollment_id,username,course_id
3924,37613,deaOh1cCfPHHygo0HX3j8JDIzRZNPF7P,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3925,37618,ABlVlNkPi30ZMlFLrcsAhP5jZW6rJhdZ,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3926,37621,7ynsHGhJ1N4494Hez57ckblgtBNGbed9,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3927,37622,3hFWpwvaMZB4do5VrkI46WX7phUXE8q9,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3928,37627,61Btwz5kWZaS3OIGnNTMXi3lqbtcLCB7,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3929,37628,9S5uoFAiVHVF4D2DNR23wCkbQZ8LhtES,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt
3930,37655,W68HJCLMGaPDXLquuNsADTmn70KIcSIQ,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
3931,37656,BGZaaH5HDVuGvqaegp5MyJblPEuJpcXP,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
3932,37657,h93nu205LxG6yA79vswKf1FixgIn79rm,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
3933,37658,k3sYdhuU0JisiJgPpOdae3U2CoUcaazJ,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3934,37661,BGZaaH5HDVuGvqaegp5MyJblPEuJpcXP,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3935,37675,4P8kDd8yuaZj29FYuMADbc9LGiIxpIwD,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
3936,37686,UkQJwGAwu2oSVR7bdUsiWWEqFzH2qHlf,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3937,37694,umy7brIUz48bN1VUJsZEuHA9by5FINCa,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3938,37695,KaDaT2PXnsmD67HkbCpFnRySFfo61Clp,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3939,37700,bLIF0ETNcg7fjkutu8YBWJptM3zxtu2Z,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3940,37712,K8l2u7bOqtMijaHas6Baa4xmjexwxyjr,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
3941,37715,vfZ107RlnUxktrRHn8r9duLiSNHxQt59,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3942,37730,z3YnX73v2uoVHmuLGzQD2gKKBoJqIQxK,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
3943,37740,B1u0c5LDTPlzBAhbGuUr9zut2NBFb4ik,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
3944,37743,5IM8g7YMOYo5qH7Yu3x31T3JkVOH9iqe,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3945,37744,YGd4irzc5KMR1PH2KdOtbCkghLMZ2dPk,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
3946,37750,GpHiOkm3UY3R1sigoD8RZsfbPyCjOvL2,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
3947,37754,qzjZHUzfivuSEB3h2CxO69AUVaBX51Ki,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3948,37767,b9kodEhA94IDSBT3ykY4QWiqr6rjyws0,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
3949,37768,CeSP4PMtab0Lz3R25BXEghWPiV1yY5Ef,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3950,37778,MT2eJtF59AVNdUs7mwFqputROb2HgEm3,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3951,37792,fXZ6GxDg4jr2jydxDfAmDq6HhmCcTKhM,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
3952,37794,uQjl8NGtIQkRfoe9edBiMgtYYmdkzVXR,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3953,37795,AtIH4YI3eYIPCQxtOLtZgwyhSnXOdn2e,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3954,37796,Zl7A4QMlAs6IcbXcPt0cXmqZJLFzPwcf,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3955,37799,t7ddfllmrYfl93sdsVEbTfmmaWswoGkm,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
3956,37806,0FuB48Egjj7khWsNq1DtKTVsB7OEgidM,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
3957,37809,eEE69ZWSNrdmveqNEUHZYk60iG9wpaEc,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3958,37810,NcPdgwZnF0RkLUxC56tG83zG3V3KP94S,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3959,37820,VjekNiOqthnLG6rS8JBJtCSICch28JV9,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3960,37823,2Y3h62Lps0fU6B3C4MXM4YNVNDf25XBr,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3961,37825,C2tzR0PThnHl9xmZylE5Te8es3KNWViY,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3962,37827,C2tzR0PThnHl9xmZylE5Te8es3KNWViY,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
3963,37830,0FuB48Egjj7khWsNq1DtKTVsB7OEgidM,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3964,37841,H4f84AflSuLjxZbar9MNvTHEIA8lIMO0,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
3965,37842,QeQqhAEpCOGJwaPPp0lj3OsPiBcGFat2,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3966,37851,6ovqVSF3YZ6bnWJaJ7v2dHPROWXVVlFQ,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3967,37857,fhNT15VFhs3gsHOTo44snQYPYn9BDZ0e,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3968,37862,i454zkNvATiV1XJbjzVrf2ArWE1JYXx7,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
3969,37879,xx9GC4KvGKaMlifXkbb8bDYUKB0PSURf,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
3970,37900,qZhmmNUvkNXdf3u04DTUQOFEBxxO10p4,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3971,37901,blQFA8HzhNQeb8MMYJXyJW6sPMdvZQKn,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
3972,37902,fHWbyI7D8dlYSwaHNTLNlsq8suMt5t3C,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3973,37917,zov347eGa3QeB2nEEXWZhFIKLoCmgiMD,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3974,37922,j3dtYivg2u73ZbuSWbPPpSBQQec6vBYH,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3975,37923,EHdY3AEgr2nI6jaAM9bjHY2nqgEPned4,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3976,37925,v1W3YvgJ0IFCSGXyKmwZ2bb9TVfgDIwv,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
3977,37935,OkJ0lKmMXuQ2MGftQ8Isfw1JciMpapRC,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3978,37940,QmHQ7ayFECnRsgCVpHpJI6yMYR4kf5re,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
3979,37960,bz2uqvuFRCLaJmY4vFLIXrs9g0cTBHJC,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3980,37973,k0lvFNaTVHTtB1XHBZ8229ej4v1r4rPk,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
3981,37982,OJtJM3YEXIy4oJKwRv1QkycNqhb8JLoi,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3982,37983,YG3IIEQOezPClODg4SNvtFayndWcEJ7a,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3983,37988,fUqxJqppQTNVXv13r4wKORaBU4L22bhx,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3984,37989,jkwnVusgQrKbxfhd5nIkbaklULLOZT9D,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3985,38003,gxc60X8EJb2yIw8hE5NeguZan8o3YXLZ,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3986,38004,QEbMAkKsvpPGPL1XkTiHjXblquVwKrlD,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3987,38006,KRzA1Kk4qiSF9draiukb1XAlRpMcb8Gh,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3988,38016,i9wjeQMhaeiCRSFBW7M0FOy9yJ5VeZZF,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3989,38026,u82lBhpDxJIwlZISEntCxj1zgVFdW0vT,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
3990,38033,KlQIh6CJiUFTrdMyk4Y8sFKMj5TT9ON4,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3991,38047,KkXSOHPa8OPkVJQjN92ejg7MqYYerSuw,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3992,38068,PmZJAFj6wJkOD163WkhaJjRHdYOMjBZW,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3993,38070,sKmcegdtnOHdb8n0mSxwdw5R2hJqVxhV,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3994,38087,QyvVrWztIgSCCViLyqSM2D5NbMV2fEBm,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3995,38092,32tAPwhpK9bCQqIAiBE9WTs1sTNu9Vyf,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3996,38097,MkuttLQlAg2ibzg21YKyuq14uYFl6Q9Q,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
3997,38100,NsLNEhFZrusC9duqTXuavXuymnAo5QEg,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3998,38105,vrESC5Tu2ZaCb3FZy3EK8oGteg0Z9Ni5,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3999,38106,ayqwdyDC23QUsfyE7IPhnu9xrtfBNG6f,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4000,38107,LHHlrNsXCuatY288NK6FIa7kJtq4Rtqs,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
4001,38111,QRq9SneqdOEdNrPCbzGfNOJsUrpMzzSX,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
4002,38123,c0naQwXHS50DG3yNNBzMC8iE3KoRWTjm,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4003,38140,xGWjos5nKrn7rxQEQkV1V6pBI2rS4Q4S,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4004,38144,0Hl4WpPV6z0OC8rO0L3mZy6harAUBUs7,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
4005,38147,OHOHfGJUvl8C8rOynV86vKj0FrD2jzFO,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4006,38154,qazSXcMxbAaqtIZJoNDUrPRsgwDYZFDz,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4007,38155,cqdnmjbJq0lDv2xgeKuzXqVr5xQytWr0,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4008,38157,tHNSnLtZK1vGs5MVrEoD7S1mcW3GtFm4,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4009,38170,vs0vqlNXzuHsqVxOsB15kGfpvGf2pUt3,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4010,38176,c59GF0I0pecGycS0yL4PRG9aMLNUIigo,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
4011,38187,SX4dmJ5a5AfJLGZkCiiWab293xeIyxbW,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4012,38192,PfM2UIipqAa1BYASMdmivESfQH5kpXct,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt
4013,38201,hUScWllYUJ1urcx9IQ6nI2SqodbYOaw3,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4014,38203,fZom2mtwZsSiSJuSBhugfgY0ABzNEmyV,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
4015,38206,kKH4olslIcMX5RimtmBANWk2T6CuD4cI,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
4016,38219,EwpbggvNdZkeSTjdG48aEltlJYavm02s,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
4017,38243,dwm6PFLf21BfXk9L9RgwIu033moNrMaZ,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4018,38245,9d3FbHjuwecHssUlcCF17pB1YrxPmjAd,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4019,38252,S2i0VW7GN0ACeCnuAPN00XONM8w8kvsN,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
4020,38255,EwpbggvNdZkeSTjdG48aEltlJYavm02s,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt
4021,38261,h2cFTJnPj8CTdq0hhUdrEDtmsY30xXQA,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
4022,38264,DPr3Hy8387gfJi0Jc3ohxKBzY0mvhH1G,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4023,38267,xnr1pqResnWIFBWHoMthHT4GwMr3vBWt,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4024,38269,gzTBwYPoQwnODJJ2vedsUKp2EoGao5Fz,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
4025,38312,PzUJiLnP9HZJxQE6JmMTkx1KTzCMtAvI,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4026,38319,mGGeZkXtXipHfCgx75xnWUmx7JTil5yZ,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4027,38330,ooLh9t6oSyJHSmVF4HH7sDMAh5QMFRua,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
4028,38342,C8IOBAC7DRHGJ1rz7pC1Kh8zvUK3Uruf,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
4029,38345,skcEk7TV3jhSAknl5Kr7UawZFeqJNMzy,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4030,38348,DTsOT0NTIRutfokoKq4yB8bQe3U1fEsD,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4031,38362,ngiOS4CfHKeFfCKjGfQvFpxE4ckVZ4zO,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4032,38369,P4MCLwt6pxkkQ1f3WWeAp7xsGAazOtsm,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4033,38371,a3kUr1OVNVUUdkmJCjmwPQMV5PtCkdEz,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4034,38377,qkZ3BaC1M1zrdLJXoQVUnE0RxlFverb8,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4035,38391,MAkHN0TS4uaTPgKLso4eQ3LTCDiU28De,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
4036,38393,NgT4xv3zS3UyiRdDnPLyxI49HQKeMn2D,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
4037,38407,JJYEr1YA7SClhqsLz61VElUYdghcCxlW,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt
4038,38420,YAaB5kbzMpno3yyQhEjSC43PC6r4FUut,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
4039,38425,bIGq7A9r0Y0NLU65d3TOWeEFWRfABEv0,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4040,38431,gjPSUf8VbxmvyczDJCPomXU7IV6RTx1x,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4041,38447,dNx7yBBYuWpRM4BeMNLD1yOnUwcueGfB,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
4042,38453,oBHdxxTFsPNGTsDRAnTRpoi8FODO2mxr,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4043,38454,dNx7yBBYuWpRM4BeMNLD1yOnUwcueGfB,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4044,38480,Y0R5Jnk5aIi2yBcZ9pxBzdem2y9Lpgok,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4045,38494,nkWrffpo6kobU01lUWepcu6aQb60BdxH,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4046,38496,fd1NhQTFxl8TsBhiRc4F6bEwrFxQh7qC,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4047,38503,KGORZAfEVmjDZyD0eVVyErKdl89uylGc,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
4048,38505,Dy0I4gbpbRtwh6YDRhpgGBLDEGUYJgO6,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4049,38514,88mqKZu0uTbuMx2E6ZRqhvo4tmoL4qfn,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4050,38520,WRiHtWJX61VUGyAGQFSHJ3czdrgqxeQW,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt
4051,38525,859jT8mbwD5IkofIqzzz6ylJUi1ZwOt3,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4052,38532,8SZ4vKq1qHRfFJV3A51uH46l0c4FRvvR,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4053,38538,oBHdxxTFsPNGTsDRAnTRpoi8FODO2mxr,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt
4054,38541,uarVJhEs6XLW7Dw1D7iBgEK6zPe65WwX,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
4055,38545,rarzYMzRoT8HAQOSSilddy5adopj22jf,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4056,38550,Xq1kPqflDNgXwQ2pEniNYUjMpkVzPp1m,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4057,38551,UKG5GO5JWRjFVRMggOgvDIxPiEZzBxAO,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
4058,38554,tajSblOKlQlXdpIXIOLLEJCHn56vIOfT,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
4059,38556,rajcXZ0kL5d9yXQIc9HHtBEyfRs8vn2R,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
4060,38587,NeX0NKDgti39PYJeedkcSvEJfGuCFAhK,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4061,38596,spd8M0wss3Tbv0YQ5WcIllIwTexcZnnW,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4062,38602,KbRlzY47exomwt4drbIiBF6s4vNevAUk,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4063,38605,VPjMKah4KBMlWaK4uQInEcrWLVtwuYU3,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4064,38610,qatSZvztGH03ZmpAnP6syWYERxxmPTgm,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4065,38618,6zUyeP7S7jGCTdu7QvSdhvgcWdRlZ9vk,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4066,38621,C800geUBh3GYBhoh4cW6ReKUGj5LAMGi,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4067,38623,aKS3VkxSVtZSsON0tlb1uUJK6seiU1iY,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4068,38625,Na52PtAqm4VlTMUv1OPLGNjij0a5votC,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4069,38636,xbw9nCFRWInH7KOVpMVJ0cKpswH8IEpv,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4070,38637,aYZOvavq8vAsMixc171e3LCkk7Ck4eQv,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4071,38649,I6Zefk3suQV0ULhgPf2DN9gGAf2yKSKv,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4072,38668,NjnyUEkQdbuj3M7NhvY8iDqgWMA59DIH,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4073,38670,dg0Zm4MjeckxnEiOKa4Gh8nunN8SFI0L,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4074,38676,aWfbena9lEo41V5W87oDDgjvcz4pLKtN,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4075,38679,5LOlerEFHf0UNcpvuhvEHGBh6ERlMDur,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
4076,38685,FncubT1DgrtJxWo1YRhPHqwgNARiG5Jv,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4077,38687,RfCEa3pRuKLOxQiUZgZZMFg3JntXDg1m,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4078,38688,spd8M0wss3Tbv0YQ5WcIllIwTexcZnnW,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4079,38692,ktbF3sxXQk0MrToCOKFGvH2bCmfBVgYK,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
4080,38703,bDOMCQV7nFdKo0pDqOPr3ECLpgkdBCSt,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
4081,38704,LbhBqPcHsayzBPTM5h5jHXG3yJonlt5t,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4082,38708,QWAnJ98MRtHXbl78XXr3UpScat4E7MnZ,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4083,38719,UIE935UirfemaybvWwRc5Sijo8VfPEYO,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4084,38757,sEqqQzJgfFwEJ59pjhsH9YLQDd58mQLD,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4085,38759,JBGQp737lLGmxKZ5ElVyvCkZ4zEqlLXt,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4086,38769,OygU41dc8lyatpKc4JEBkP0ni21xzfvB,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4087,38785,QpfK7z5GdRL9KsohkHQ7AWpk99tKhwdp,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4088,38808,xy8Pu3m8OtRxFLhTfix6XvZn0H18zyZc,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
4089,38811,T6EWQ7jVP89JlHzj41KN1gEtGYevpSQM,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4090,38815,RfVW0lNKrf9tzkgd827lLFW37SMuSXSa,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4091,38825,t8zwYEwnyPi1IDBby2HgJ3IlSwhRkmGy,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4092,38826,RLA6GL5vSBJRKc1kwf2CaEaK6FOv9roZ,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt
4093,38827,i5nCgFIHY6Zcmf0CbMZLC0bzGv6djmqm,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
4094,38833,v4HIYrR0I8FWtTlaAHD463q83gEr8oUl,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt
4095,38849,FnrvxXFGCqAMeXxoMCc55xlzH80Et8mi,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4096,38860,aSq9IJ4ZfLUbnD7QSBT8oeA7EtoTrGal,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
4097,38906,U6b5ShGjMWYggq6FsoytPW1feWorMDiT,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4098,38912,35Qckp7squ2ifhCEFcVeQZHmfUAJiaXc,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4099,38922,nV21XWIQ3aHCYYV7hPNmU8NbA6rAppIq,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu
4100,38923,MuiBmNrQSuFDjsexIRPrYiU9583FwFbE,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4101,38928,LKo3yUnM07K4Le8KPm2nARMox6nb3a03,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4102,38940,IXJChwgShKb71VXFYaM4KTehE3VXk7Kg,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
4103,38942,VrBnKyI7RjgXozKQXJ2DSbj5Gvev22L0,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4104,38944,N1N2VoCQ3DCM7YknWLib5UEHyI2wyiAp,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4105,38954,hWagcbwGHP337RS0iBSta7Eh6v3OAnlN,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4106,38955,BE4JaFadHavW9r5xCXpj3M456eZAgaG6,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4107,38960,csUQD8kl5B2qOhCgBpUdVV3uOWaYGbyH,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4108,38969,qP7HUxoCtXsXPUg6TOciLBwLDEqZxGLw,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4109,38976,n7mMvLvnaxc6y3IIFJpmSNUncj3jx1Ev,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt
4110,38984,Np3UGgyqJRbdjHAs6eqMYNuWuEJ67rAv,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
4111,38995,7nUtazUwwSnnXJpIKdQBJGpXV6Po42DQ,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4112,39016,79QvR9MowSFdJ7PRFtAx8omEmqdf2G66,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4113,39017,sUk3OLEiiNZtlo4krMYRLjkp5xwgbsPl,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
4114,39020,sUk3OLEiiNZtlo4krMYRLjkp5xwgbsPl,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4115,39024,KbrQAfHN76lnV5ENpEesywqeBtzfyubO,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4116,39028,dNx7yBBYuWpRM4BeMNLD1yOnUwcueGfB,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4117,39033,NfJMxVbS19N5X90YBDzzOQ6861Bhuidv,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4118,39050,St7zx5CuqYmo3cCQEAdzvR5kNp3mDM9y,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4119,39051,PlXHYUUQO0ZfkxRdI3LzMqwSKR0cnJTo,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6
4120,39054,blGSSjmsnVQQQrRQxZJTHNQQUXxgUvBL,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4121,39057,l21tCwOolR7RD0CZyqRiNHHeEZC1D67K,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4122,39058,uGuE3FWo0NVfQumLjneHZr95vibdZhQe,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4123,39060,T4lMOZ9NGQ0RS4ue5IeZuDcW1ySIGZ9u,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
4124,39063,Zx1NMbt45yqUj8qZK11kDvFPzYX2jIZZ,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4125,39066,3SER276qaao5TSZqnt0y9TkdmkGTUUcO,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4126,39070,O3F8lLfHLYapLPkEvSdAfSwSBCUUJfWK,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
