,enrollment_id,username,course_id,no_of_objects,bno_access,bno_pageclose,bno_problem,bno_video,bno_discussion,bno_navigate,bno_wiki,bno_total,bno_avg,no_of_active_days,time_consumption,browser_access,browser_pageclose,browser_problem,browser_video,server_access,server_discussion,server_problem,server_navigate,server_wiki,bno_browser,bno_server,label
3051,27464,XLmXRx6QIJBEWZLK5otMq8wfQNXonT4D,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,20,32,6,4,4,0,1,0,47,6.714285714285714,7,0.0,2,6,4,4,30,0,0,1,0,16,31,0
3052,27466,rQQvHNajcjjfIyLOReFtjaD8d9v2FigP,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,3,0,0,0,0,0,5,0,5,0.7142857142857143,1,0.0,0,0,0,0,0,0,0,5,0,0,5,1
3053,27472,gBjurtkrE1QG05Q5LeiG3aUmftHx9oSc,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,13,26,9,0,8,0,7,0,50,7.142857142857143,3,0.0,0,9,0,8,26,0,0,7,0,17,33,1
3054,27473,xYJiCXQflcZ5NTqhkCBqQygWsRlPt9ao,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,4,4,2,0,0,42,2,0,50,7.142857142857143,2,0.0,1,2,0,0,3,42,0,2,0,3,47,1
3055,27475,mEMC3mPRFcLDpf0MVM7Pji9FNHa590x9,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,20,46,21,25,0,9,12,0,113,16.142857142857142,4,0.0,18,21,19,0,28,9,6,12,0,58,55,1
3056,27477,pz4WzmrapGULqEk99lfOZVzJbwiC2Cl1,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,19,20,0,19,0,8,12,0,59,8.428571428571429,6,0.0,6,0,19,0,14,8,0,12,0,25,34,0
3057,27478,dgp1qm7PjXoVV4MjyzuvWetQrJ3T9kos,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,53,167,78,56,57,72,35,6,471,67.28571428571429,6,0.0,73,78,53,57,94,72,3,35,6,261,210,1
3058,27491,9Nmjm4BvnbKTQ3ZZwECYdKy9zBNGmQNW,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
3059,27508,tMqwmUDBjzV47t93nRMHpK2NbIUU0mEs,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,21,32,11,20,5,0,2,0,70,10.0,2,0.0,3,11,18,5,29,0,2,2,0,37,33,1
3060,27517,9CBq37ANJ7gzpAJJLjvNc0D6JKL0q7QE,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,57,76,32,55,18,7,9,0,197,28.142857142857142,4,0.0,19,32,53,18,57,7,2,9,0,122,75,1
3061,27523,8ga3z0NKN1WQ3YzAZr5NtUzbD9BjtY0C,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,63,54,27,119,9,0,25,0,234,33.42857142857143,9,0.0,17,27,100,9,37,0,19,25,0,153,81,0
3062,27524,vO1mfDIydV81bK1AJmTqdzB6pSb2fl5U,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,7,4,0,0,0,12,17,1,34,4.857142857142857,1,0.0,0,0,0,0,4,12,0,17,1,0,34,0
3063,27532,ok9deTolTxdwywhUtYqsqR9eC1Gb5v44,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,27,40,15,33,4,2,11,1,106,15.142857142857142,3,0.0,21,15,28,4,19,2,5,11,1,68,38,0
3064,27541,4LLdV2zTWS697dAsOgAPJZPFwfNnrjt6,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,67,68,46,148,20,3,20,1,306,43.714285714285715,9,0.0,4,46,129,20,64,3,19,20,1,199,107,1
3065,27547,Nt2MuvKq8ehhC9cDQZ9wTGuVcTn0ishD,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,9,10,3,0,1,0,6,0,20,2.857142857142857,2,0.0,5,3,0,1,5,0,0,6,0,9,11,0
3066,27548,azOWgfyXQBkztOqJ4AAsFqAk137ZwNDW,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,23,42,30,18,0,6,17,1,114,16.285714285714285,5,0.0,2,30,14,0,40,6,4,17,1,46,68,0
3067,27606,cWykzNKAq5sFQBA059QN4Jx74YGPkfwB,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,38,171,93,102,13,46,41,1,467,66.71428571428571,8,0.0,37,93,80,13,134,46,22,41,1,223,244,1
3068,27619,pOmMyPkqdgoqwjm4uJTo96pDPWn8497v,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,19,28,18,11,10,0,6,0,73,10.428571428571429,5,0.0,5,18,8,10,23,0,3,6,0,41,32,1
3069,27647,h2w2KnlHH0dLj9ah8Ktkr5F5RQhDw3lF,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,13,11,5,0,3,0,5,0,24,3.4285714285714284,1,0.0,2,5,0,3,9,0,0,5,0,10,14,1
3070,27653,68Dxo5Uz0aGDvHTFGMu5vw31QRJ7GnRc,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,2,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,1
3071,27691,EmhLJBUMFxcunqaQdYZAlaquRhoNubHk,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,45,198,106,77,51,33,41,3,509,72.71428571428571,7,0.0,58,106,63,51,140,33,14,41,3,278,231,0
3072,27910,IY29VUWGFHtfrjTNCkqydR2UYXxAmkwM,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,25,62,24,10,13,9,19,3,140,20.0,2,0.0,12,24,5,13,50,9,5,19,3,54,86,1
3073,27912,rV1C0FkMMtpbmabMzq9P6vZBAdXUo30B,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,55,110,49,29,39,4,16,1,248,35.42857142857143,6,0.0,51,49,23,39,59,4,6,16,1,162,86,0
3074,27929,hIXeM0yyb6wIxVNnB5ijRV2LpcYBbrLW,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,8,17,5,0,1,0,4,0,27,3.857142857142857,3,0.0,0,5,0,1,17,0,0,4,0,6,21,1
3075,27931,tMjprEPLBIvFA1wgueSz2eNKPTF9Ywab,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
3076,27935,3dZVfShxC9kemRNKsdGwL5lQ2FKMwdl1,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,16,36,16,8,6,0,10,0,76,10.857142857142858,6,0.0,10,16,4,6,26,0,4,10,0,36,40,1
3077,27982,ZULomXsITwM6vNxcJN8imzU1pyfKn8Cw,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,57,267,164,37,63,32,54,6,623,89.0,14,0.0,67,164,26,63,200,32,11,54,6,320,303,0
3078,27985,NGNG2Ypn5U43gbRiqJUxr2iLJ7uh0fYS,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,15,13,6,0,7,0,5,0,31,4.428571428571429,3,0.0,3,6,0,7,10,0,0,5,0,16,15,0
3079,28002,uHgH8m4GJET0eE5mE8JCyLZD7HEKwM4t,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
3080,28017,Vgv9Vbo4BqJtU7GBUbwfi1DvG0Q1nDxJ,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,17,33,5,9,3,6,15,0,71,10.142857142857142,4,0.0,6,5,8,3,27,6,1,15,0,22,49,0
3081,28023,OHdowkt0lKGMvUmcny07O1EwZDDg5zly,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
3082,28034,JgNllefl6lxMJFs121u0iwNrhgAg4Z2l,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,52,228,124,45,45,79,44,0,565,80.71428571428571,15,0.0,67,124,32,45,161,79,13,44,0,268,297,0
3083,28046,hNJz0qbOhrUgajUkzqSdDbybHkuRglfs,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,11,19,12,2,2,0,7,0,42,6.0,3,0.0,2,12,1,2,17,0,1,7,0,17,25,0
3084,28059,F3YGQxJCx53Ykm07bMYXU5VASdwnVuqU,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,5,7,4,0,2,0,3,0,16,2.2857142857142856,2,0.0,0,4,0,2,7,0,0,3,0,6,10,1
3085,28063,UoQ3qEkl0829bYUdpRZpHbRErQr2wCSM,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,10,10,3,6,2,0,11,0,32,4.571428571428571,2,0.0,7,3,3,2,3,0,3,11,0,15,17,1
3086,28071,xIAiSXUxBKAnRQoPkr2p83UbZxo76sqM,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
3087,28077,MaXB6YBpSNUvXtEuCcY3Jwa8jwvsWVE8,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,7,3,2,0,2,0,2,0,9,1.2857142857142858,1,0.0,0,2,0,2,3,0,0,2,0,4,5,1
3088,28081,BV79vNEzTPlmR22unH2F5S3vLmcSI9HJ,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,14,26,14,3,7,1,14,1,66,9.428571428571429,4,0.0,1,14,2,7,25,1,1,14,1,24,42,0
3089,28089,r3FrxEVNvR9qEi831CCkRSJOpiXnU0FF,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,18,26,12,16,7,0,8,0,69,9.857142857142858,2,0.0,9,12,8,7,17,0,8,8,0,36,33,1
3090,28117,35vL0ALP2ArCVChSKJCitMWjtQl3acP9,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,6,4,1,0,1,0,4,0,10,1.4285714285714286,2,0.0,0,1,0,1,4,0,0,4,0,2,8,1
3091,28120,F0WSLEWTFqAIJPsTVBWVZ6RgMW5ye2Ty,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
3092,28126,NYHJ2hpkQuM6x91lqCpGcKlaiVcQb8tv,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,9,9,2,0,2,0,2,0,15,2.142857142857143,1,0.0,0,2,0,2,9,0,0,2,0,4,11,1
3093,28132,qWUHaBA14wCVQxQ3GlZi8VQT6onaOkYr,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,13,41,1,6,3,0,5,0,56,8.0,2,0.0,7,1,3,3,34,0,3,5,0,14,42,1
3094,28149,umFRjjRou5lxb9SCAQ56IcPskPM6alkQ,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,33,119,62,54,8,6,85,1,335,47.857142857142854,7,0.0,12,62,44,8,107,6,10,85,1,126,209,0
3095,28167,GojuV0la1IgJTICKk09lNC7XjyEWzeax,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,22,36,18,6,6,13,8,0,87,12.428571428571429,3,0.0,13,18,3,6,23,13,3,8,0,40,47,1
3096,28179,Q0RlqkDoye0CFKRgMpSUoXnN9SlonN3k,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,26,33,1,15,12,10,7,0,78,11.142857142857142,4,0.0,11,1,10,12,22,10,5,7,0,34,44,0
3097,28181,RJwnOph0p8T6UAPo7WZFtHqjtt1K7VgK,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,37,91,46,40,14,1,31,0,223,31.857142857142858,11,0.0,13,46,30,14,78,1,10,31,0,103,120,0
3098,28182,Vrqvr8lNbpSjQdsMIu1B8ExqeyPQi6wD,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,6,3,1,0,1,0,2,0,7,1.0,1,0.0,0,1,0,1,3,0,0,2,0,2,5,1
3099,28186,hbiLFwYRNfJ5BzIhONrfQV07bzBd3fcu,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,40,206,106,45,33,19,34,1,444,63.42857142857143,14,0.0,46,106,29,33,160,19,16,34,1,214,230,0
3100,28193,K9nInKsxWeoRDvjfEiycBlskSifL6OWe,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,7,5,3,0,1,1,2,0,12,1.7142857142857142,1,0.0,0,3,0,1,5,1,0,2,0,4,8,1
3101,28198,I4zM9rHEGFO5XPNdII42SPU5yBy5nnDO,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,26,41,25,30,8,5,19,7,135,19.285714285714285,4,0.0,10,25,18,8,31,5,12,19,7,61,74,1
3102,28204,VW1NSXHsRBHsQFDrAdwMVKxbl0FK1kSa,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,25,22,11,14,7,0,6,0,60,8.571428571428571,3,0.0,9,11,7,7,13,0,7,6,0,34,26,0
3103,28214,RxXRKZYpbfKbF79XwFGwONhlZ3CWNuKc,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
3104,28221,RARu5DwVWhsWe4JpwIDGirLcmeGNFIFs,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,22,18,6,72,0,0,5,0,101,14.428571428571429,2,0.0,10,6,61,0,8,0,11,5,0,77,24,1
3105,28228,WELjmgdsP962Pc1teJ96xvofKraKe6qa,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,12,12,6,4,2,29,19,3,75,10.714285714285714,5,0.0,3,6,3,2,9,29,1,19,3,14,61,0
3106,28230,goqhFtKJFc8EIUBDvl7EAlkZyjSW0CkB,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,27,52,28,0,28,0,5,0,113,16.142857142857142,3,0.0,12,28,0,28,40,0,0,5,0,68,45,0
3107,28270,S9WMXu7x4mGtnVsssjOsOIjEB9GwRzBY,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,10,10,7,0,7,6,9,2,41,5.857142857142857,2,0.0,1,7,0,7,9,6,0,9,2,15,26,0
3108,28276,0PfU3KuGh5fUaiigSaVoUh3dHM2dwmbq,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
3109,28300,Sk9AOCT9Pke3AdxAKMgSzcKTQwjFbv8R,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,6,1,1,0,1,0,3,0,6,0.8571428571428571,1,0.0,0,1,0,1,1,0,0,3,0,2,4,1
3110,28317,CEfEi7M9lamzCxAJyDlpYAAxnD3ijzvT,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,9,4,3,0,3,0,2,0,12,1.7142857142857142,1,0.0,0,3,0,3,4,0,0,2,0,6,6,1
3111,28341,QUmY4Qxuc6Lxkcjcv3S35mlSzSQ2SxMI,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,45,158,80,54,32,12,27,2,365,52.142857142857146,15,0.0,52,80,36,32,106,12,18,27,2,200,165,0
3112,28352,bZ35LM6ZK64GRHs2w4e0jSLKpQyNFLAf,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,6,2,1,0,2,0,3,0,8,1.1428571428571428,1,0.0,1,1,0,2,1,0,0,3,0,4,4,1
3113,28365,cHSk2tkmj07D1Si8z7Gc4Xxk3CDu4xnh,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,6,4,2,0,3,0,1,0,10,1.4285714285714286,1,0.0,1,2,0,3,3,0,0,1,0,6,4,1
3114,28366,UYodASsM2kuoVGiMTZuLBu6IW0INt07N,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,40,84,42,28,20,5,19,1,199,28.428571428571427,11,0.0,28,42,23,20,56,5,5,19,1,113,86,0
3115,28373,FkzxKMbMMqgFWfaVd2jKcGrD9SPSB6WC,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,10,9,6,0,4,0,5,0,24,3.4285714285714284,3,0.0,0,6,0,4,9,0,0,5,0,10,14,0
3116,28425,X3X3klM03RXeGUjty93sg2SlkZrg3xpQ,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,17,44,22,14,3,8,10,0,101,14.428571428571429,8,0.0,7,22,9,3,37,8,5,10,0,41,60,0
3117,28431,L5srqSjKk2d49ciW6UpMzrFCE1CKvFWo,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,10,8,4,0,1,2,9,2,26,3.7142857142857144,3,0.0,1,4,0,1,7,2,0,9,2,6,20,1
3118,28446,PUFh3BsQaDVIJMDvwsFTqkrgAzvjO9ME,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,32,82,38,10,17,22,33,2,204,29.142857142857142,11,0.0,12,38,8,17,70,22,2,33,2,75,129,1
3119,28460,plO5KwMn5kVrK7QQxoVeGB2Ku1Irxv2s,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,35,90,40,22,10,37,21,1,221,31.571428571428573,8,0.0,29,40,20,10,61,37,2,21,1,99,122,0
3120,28461,EttKeSyg9r0EcjglXuiRsuMNde5ZPNQV,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,24,63,36,22,11,16,15,0,163,23.285714285714285,9,0.0,12,36,14,11,51,16,8,15,0,73,90,0
3121,28478,YTGgnrEwOUYAUQwflLpD25p77n6Jd78c,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,11,13,7,3,4,0,4,0,31,4.428571428571429,3,0.0,3,7,2,4,10,0,1,4,0,16,15,0
3122,28490,qBuOYvjWXxAt6x3Clq0Mm94iVtXMfRzl,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,9,5,4,0,3,0,2,0,14,2.0,1,0.0,0,4,0,3,5,0,0,2,0,7,7,1
3123,28520,mSZYyfRNnqnDs7qyuaQEMEvx5vC2JS4M,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,6,5,4,0,4,0,1,0,14,2.0,1,0.0,0,4,0,4,5,0,0,1,0,8,6,1
3124,28521,j6ErWPW1uiWtFClFtsuMDI6P4ntwbAdZ,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,14,19,2,6,4,16,2,0,49,7.0,2,0.0,3,2,3,4,16,16,3,2,0,12,37,1
3125,28537,FXyHUn5FK6vjOTbpqXsoSHGWLI84x3qE,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,27,42,23,19,18,0,6,0,108,15.428571428571429,2,0.0,13,23,11,18,29,0,8,6,0,65,43,1
3126,28557,K1pJhtkexIe54pZxjAqUQbAIpHvM5SO6,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,17,18,11,0,5,0,7,1,42,6.0,2,0.0,0,11,0,5,18,0,0,7,1,16,26,1
3127,28569,powqMOenKH0qm70RdpWJkOu71ffX4cZ2,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,5,2,1,0,1,0,2,0,6,0.8571428571428571,1,0.0,0,1,0,1,2,0,0,2,0,2,4,1
3128,28570,N5tl2ONWAOdqInYowuXdxoR0l8SjB2Yi,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,6,8,4,0,1,0,4,0,17,2.4285714285714284,1,0.0,0,4,0,1,8,0,0,4,0,5,12,1
3129,28571,C9gGaOItLlzMqnWPFFyoyUeOqZmZ6BLj,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,11,12,7,2,5,2,3,0,31,4.428571428571429,1,0.0,3,7,1,5,9,2,1,3,0,16,15,1
3130,28579,lYCUe6jDfXsb0c06PHUzEKRKr8ha5nYO,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,21,25,13,6,6,6,11,3,70,10.0,2,0.0,9,13,5,6,16,6,1,11,3,33,37,0
3131,28581,rew0c3O7roxnm8EfAzYQGMCDX1NNxnod,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,19,43,18,0,24,0,2,0,87,12.428571428571429,4,0.0,18,18,0,24,25,0,0,2,0,60,27,1
3132,28592,DmMJESm0HPPuzZsFzUwdEUeMIsKkPmIB,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,26,65,29,28,15,24,12,0,173,24.714285714285715,6,0.0,17,29,18,15,48,24,10,12,0,79,94,1
3133,28598,P1zBFX39hk4RS67q1S3LCCKIITQT24NO,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,6,3,1,0,1,0,5,0,10,1.4285714285714286,2,0.0,0,1,0,1,3,0,0,5,0,2,8,1
3134,28609,Kkk2oty8lHBEgyFYDiZgsO24fUpD8pZQ,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,28,59,29,17,15,1,14,0,135,19.285714285714285,7,0.0,11,29,11,15,48,1,6,14,0,66,69,1
3135,28618,Z13gCiJciUykTdLRTsjNu2GwwR7Nbxp1,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,6,4,2,0,1,0,3,0,10,1.4285714285714286,2,0.0,0,2,0,1,4,0,0,3,0,3,7,1
3136,28639,5h3b7aFxVycJtoVIoQAHNUuIkrkWrRDG,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,31,44,24,10,10,0,10,0,98,14.0,8,0.0,7,24,10,10,37,0,0,10,0,51,47,1
3137,28644,PSnq49NT1XMAnj56MFCY3Tm8aOLD2VrB,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
3138,28656,EvJkscqMA19TxzJafyfC0WBEGMVNjUMY,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,10,6,3,6,3,0,3,0,21,3.0,2,0.0,2,3,3,3,4,0,3,3,0,11,10,1
3139,28669,by4YyBr8Tq0vara5QIoE6KjoE3BZ5ozG,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,11,5,3,2,2,0,5,0,17,2.4285714285714284,1,0.0,1,3,1,2,4,0,1,5,0,7,10,1
3140,28675,nBvjxfottsOCrOycyCAN2ZrAK5pyyTJB,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
3141,28686,dwsRSZLW8XW5JLCc461YQT9Iq8xPIYuB,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,6,3,2,0,1,0,2,0,8,1.1428571428571428,1,0.0,0,2,0,1,3,0,0,2,0,3,5,1
3142,28722,Jg02qgZSWErbjMBLI4Ec4G5s6mLoGXgk,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,6,3,1,0,1,0,2,0,7,1.0,1,0.0,0,1,0,1,3,0,0,2,0,2,5,1
3143,28744,9truuhFe5C1dOpwljnGJpmEuom5JrEfD,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,10,13,9,0,4,10,7,5,48,6.857142857142857,3,0.0,0,9,0,4,13,10,0,7,5,13,35,1
3144,28751,5lEqPu8Wcy0ntbFeV8g26DyNZTHiSuX4,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,25,38,21,15,13,0,5,0,92,13.142857142857142,5,0.0,11,21,10,13,27,0,5,5,0,55,37,1
3145,28771,NpyIJA0xxyDIqIVlOSt1MN2zYTYh79C0,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,10,14,7,4,3,0,2,0,30,4.285714285714286,2,0.0,4,7,2,3,10,0,2,2,0,16,14,1
3146,28823,xIGSAiekQUYr8YO5cwgwCu83bsRi7P5s,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,60,197,99,44,43,174,30,2,589,84.14285714285714,13,0.0,66,99,32,43,131,174,12,30,2,240,349,0
3147,28827,mWv2aD1lbqJSR5LQ8znxXgNEw4RCzno5,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,23,58,20,10,11,0,11,0,110,15.714285714285714,6,0.0,8,20,5,11,50,0,5,11,0,44,66,0
3148,28851,Hz1gD3xapoX9NB1k77xvttI5SLCsWFqX,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,15,22,13,10,6,4,4,0,59,8.428571428571429,1,0.0,5,13,5,6,17,4,5,4,0,29,30,1
3149,28856,Ss1uSs1DdHnQ3SS6zPdNDkPcKK378C4E,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,21,51,20,12,15,3,8,1,110,15.714285714285714,5,0.0,13,20,8,15,38,3,4,8,1,56,54,0
3150,28864,lUmqjiZL8pqPPgjGcmqK6Bx8gf96ZDh9,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,7,3,2,0,2,0,2,0,9,1.2857142857142858,1,0.0,0,2,0,2,3,0,0,2,0,4,5,1
3151,28871,mr6SHndrMUFTgJeI3Xsa4qtu794cguyo,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,3,0,0,0,0,2,2,0,4,0.5714285714285714,1,0.0,0,0,0,0,0,2,0,2,0,0,4,1
3152,28879,WCcz58k4iCjxZhNWgAj7C2bFhYOdHM0V,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,43,102,51,23,33,12,8,1,230,32.857142857142854,4,0.0,33,51,20,33,69,12,3,8,1,137,93,0
3153,28909,XLqOA0uzBEHNqoUS32Oa7pu4rIM9H3dm,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,4,0,0,0,0,0,3,1,4,0.5714285714285714,1,0.0,0,0,0,0,0,0,0,3,1,0,4,1
3154,28918,YFhn0p0B163GXwlC3Qc0b66iIGcGBrIh,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,25,30,17,18,15,0,12,0,92,13.142857142857142,3,0.0,13,17,9,15,17,0,9,12,0,54,38,0
3155,28923,zn2X74vvqUQRINz90WjZLsSsFglpYr7o,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,33,94,37,11,29,13,18,0,202,28.857142857142858,6,0.0,33,37,8,29,61,13,3,18,0,107,95,0
3156,28931,O5vskJ9Repv2jiK8J8yXq85Y8hYEu2dg,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,35,90,16,32,6,27,17,1,189,27.0,9,0.0,20,16,28,6,70,27,4,17,1,70,119,1
3157,28935,AsOtGuZjIIEs9Ge9E033Sbp9VeIeUiUH,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,2,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,0
3158,28970,Qb2VAk3EqflWvF2aBP5imzRDjkUce9e9,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,30,38,10,37,16,0,5,0,106,15.142857142857142,7,0.0,7,10,28,16,31,0,9,5,0,61,45,1
3159,28971,ZRytVQUPgtfhKTh2gHAURcAThGLNgtND,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,11,4,3,0,3,0,4,1,15,2.142857142857143,1,0.0,0,3,0,3,4,0,0,4,1,6,9,1
3160,28978,YwMASqqYJxzRjuKe9JI9rWFNQbTS5tSD,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,17,19,12,8,4,0,4,0,47,6.714285714285714,3,0.0,2,12,7,4,17,0,1,4,0,25,22,1
