,enrollment_id,username,course_id,no_of_objects1,bno_access1,bno_pageclose1,bno_problem1,bno_video1,bno_discussion1,bno_navigate1,bno_wiki1,bno_total1,bno_avg1,no_of_active_days1,time_consumption1,browser_access1,browser_pageclose1,browser_problem1,browser_video1,server_access1,server_discussion1,server_problem1,server_navigate1,server_wiki1,bno_browser1,bno_server1,label,no_of_objects2,bno_access2,bno_pageclose2,bno_problem2,bno_video2,bno_discussion2,bno_navigate2,bno_wiki2,bno_total2,bno_avg2,no_of_active_days2,time_consumption2,browser_access2,browser_pageclose2,browser_problem2,browser_video2,server_access2,server_discussion2,server_problem2,server_navigate2,server_wiki2,bno_browser2,bno_server2
265,5642,IAvuP4GGmvnNj3Zisz3jDfo3mSmXiJSb,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,25.0,26.0,1.0,56.0,0.0,0.0,3.0,0.0,86.0,12.285714285714286,2.0,0.0,0.0,1.0,44.0,0.0,26.0,0.0,12.0,3.0,0.0,45.0,41.0,1,17.0,51.0,1.0,0.0,1.0,0.0,6.0,0.0,59.0,8.428571428571429,3.0,0.0,0.0,1.0,0.0,1.0,51.0,0.0,0.0,6.0,0.0,2.0,57.0
266,5644,J388HMX5pYHjqXdA7jEUkFec6orRQtIq,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,21.0,30.0,15.0,0.0,5.0,0.0,13.0,0.0,63.0,9.0,2.0,0.0,0.0,15.0,0.0,5.0,30.0,0.0,0.0,13.0,0.0,20.0,43.0,0,8.0,10.0,6.0,0.0,1.0,0.0,2.0,0.0,19.0,2.7142857142857144,1.0,0.0,0.0,6.0,0.0,1.0,10.0,0.0,0.0,2.0,0.0,7.0,12.0
267,5655,PztWYF4ZTLP8rvUvCUcN3hQiYuYJPY9t,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,7.0,12.0,4.0,0.0,1.0,0.0,5.0,0.0,22.0,3.142857142857143,2.0,0.0,0.0,4.0,0.0,1.0,12.0,0.0,0.0,5.0,0.0,5.0,17.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,5660,CZZkgDgsqVR6ftNFrTmx0jPpBHh2f3Zo,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,15.0,78.0,2.0,19.0,2.0,60.0,30.0,2.0,193.0,27.571428571428573,4.0,0.0,24.0,2.0,18.0,2.0,54.0,60.0,1.0,30.0,2.0,46.0,147.0,0,17.0,57.0,6.0,14.0,1.0,37.0,20.0,0.0,135.0,19.285714285714285,6.0,0.0,7.0,6.0,14.0,1.0,50.0,37.0,0.0,20.0,0.0,28.0,107.0
269,5702,C6xrhZPOmVH2gCVNP26gSSPka2CcwgB5,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,17.0,17.0,11.0,62.0,9.0,13.0,9.0,0.0,121.0,17.285714285714285,2.0,0.0,6.0,11.0,59.0,9.0,11.0,13.0,3.0,9.0,0.0,85.0,36.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,5740,PizUKf6mRUas66X3VMYXf9aygnN1CUCf,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,15.0,31.0,12.0,24.0,11.0,18.0,5.0,5.0,106.0,15.142857142857142,1.0,0.0,18.0,12.0,20.0,11.0,13.0,18.0,4.0,5.0,5.0,61.0,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,5746,seRgjh60dHSex83x3yaP07EkHkNZ3zq1,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,11.0,9.0,7.0,0.0,4.0,0.0,2.0,0.0,22.0,3.142857142857143,2.0,0.0,0.0,7.0,0.0,4.0,9.0,0.0,0.0,2.0,0.0,11.0,11.0,0,13.0,22.0,8.0,22.0,1.0,11.0,7.0,1.0,72.0,10.285714285714286,2.0,0.0,11.0,8.0,19.0,1.0,11.0,11.0,3.0,7.0,1.0,39.0,33.0
272,5781,D2S5bjWjmtwLivqx7n7FZWso5Kd6We5x,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,16.0,41.0,9.0,32.0,2.0,1.0,9.0,0.0,94.0,13.428571428571429,3.0,0.0,12.0,9.0,31.0,2.0,29.0,1.0,1.0,9.0,0.0,54.0,40.0,0,14.0,7.0,0.0,51.0,0.0,0.0,1.0,0.0,59.0,8.428571428571429,1.0,0.0,2.0,0.0,43.0,0.0,5.0,0.0,8.0,1.0,0.0,45.0,14.0
273,5785,Llzpy0Dk1LPSE6nBLZ8vNVNgQXCzGpc1,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,8.0,18.0,12.0,0.0,8.0,0.0,8.0,0.0,46.0,6.571428571428571,4.0,0.0,0.0,12.0,0.0,8.0,18.0,0.0,0.0,8.0,0.0,20.0,26.0,1,29.0,34.0,19.0,26.0,9.0,0.0,10.0,2.0,100.0,14.285714285714286,2.0,0.0,6.0,19.0,22.0,9.0,28.0,0.0,4.0,10.0,2.0,56.0,44.0
274,5788,zysr84QD6b78mLaezXoryEdhH6kH14EQ,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,14.0,15.0,9.0,11.0,6.0,0.0,2.0,0.0,43.0,6.142857142857143,2.0,0.0,4.0,9.0,9.0,6.0,11.0,0.0,2.0,2.0,0.0,28.0,15.0,0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.7142857142857143,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0
275,5792,GIb3glgYrsEfHWtEWPWpwONqwE7RMf6f,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,19.0,69.0,31.0,62.0,5.0,53.0,40.0,4.0,264.0,37.71428571428572,6.0,0.0,7.0,31.0,56.0,5.0,62.0,53.0,6.0,40.0,4.0,99.0,165.0,0,25.0,45.0,23.0,50.0,5.0,21.0,17.0,0.0,161.0,23.0,5.0,0.0,5.0,23.0,47.0,5.0,40.0,21.0,3.0,17.0,0.0,80.0,81.0
276,5803,sD3rDh1CtXsAdfDDyFRBf917K7ELQzHQ,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,4.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,4.0,0,4.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,14.0
277,5805,VUYRWxIK25dyFla7xdkPw6qN6gZPPejU,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,11.0,17.0,9.0,0.0,3.0,0.0,11.0,0.0,40.0,5.714285714285714,1.0,0.0,2.0,9.0,0.0,3.0,15.0,0.0,0.0,11.0,0.0,14.0,26.0,0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.7142857142857143,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,4.0
278,5826,zTf8XOQnwWWl1KDwh9NJmoY9QiDPt6oU,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,17.0,39.0,22.0,16.0,8.0,0.0,13.0,1.0,99.0,14.142857142857142,5.0,0.0,10.0,22.0,15.0,8.0,29.0,0.0,1.0,13.0,1.0,55.0,44.0,0,16.0,27.0,18.0,16.0,6.0,0.0,6.0,0.0,73.0,10.428571428571429,4.0,0.0,5.0,18.0,16.0,6.0,22.0,0.0,0.0,6.0,0.0,45.0,28.0
279,5865,Ojf2FGMPjkgcQ8cOS7KSlXqYowZOsPoh,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,8.0,7.0,3.0,0.0,2.0,2.0,2.0,0.0,16.0,2.2857142857142856,1.0,0.0,0.0,3.0,0.0,2.0,7.0,2.0,0.0,2.0,0.0,5.0,11.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
280,5890,8c2gk77rfHeG4kEZpifVHT547X2ayTNE,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,48.0,79.0,48.0,101.0,21.0,28.0,25.0,1.0,303.0,43.285714285714285,4.0,0.0,18.0,48.0,98.0,21.0,61.0,28.0,3.0,25.0,1.0,185.0,118.0,0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.4285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
281,5892,1YxknoiTrSwQgclDlSAh4oMYHRyARhLv,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,7.0,8.0,0.0,4.0,0.0,0.0,2.0,0.0,14.0,2.0,1.0,0.0,5.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,9.0,5.0,0,4.0,5.0,3.0,0.0,0.0,0.0,4.0,0.0,12.0,1.7142857142857142,3.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,3.0,9.0
282,5902,7o8xhk1rh0BQyK6zL1slDKappRA3D8Mk,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,11.0,10.0,6.0,0.0,4.0,1.0,6.0,1.0,28.0,4.0,1.0,0.0,2.0,6.0,0.0,4.0,8.0,1.0,0.0,6.0,1.0,12.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,5927,vYyC3PI9WOfKd54xBrxSVvrhn62CQxzz,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,13.0,9.0,6.0,6.0,3.0,0.0,1.0,0.0,25.0,3.571428571428572,1.0,0.0,2.0,6.0,6.0,3.0,7.0,0.0,0.0,1.0,0.0,17.0,8.0,1,7.0,8.0,5.0,0.0,2.0,0.0,2.0,0.0,17.0,2.4285714285714284,2.0,0.0,0.0,5.0,0.0,2.0,8.0,0.0,0.0,2.0,0.0,7.0,10.0
284,5934,hdKqkkWKrDzbKE9btGChBqiCfsTwp68E,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,32.0,17.0,12.0,28.0,9.0,3.0,18.0,2.0,89.0,12.714285714285714,3.0,0.0,2.0,12.0,23.0,9.0,15.0,3.0,5.0,18.0,2.0,46.0,43.0,0,4.0,6.0,1.0,0.0,0.0,30.0,12.0,0.0,49.0,7.0,5.0,0.0,0.0,1.0,0.0,0.0,6.0,30.0,0.0,12.0,0.0,1.0,48.0
285,6048,hf7YI3B1kTTuvmd2vS9DIoiPGXbrQyBH,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,16.0,30.0,1.0,10.0,2.0,17.0,9.0,0.0,69.0,9.857142857142858,2.0,0.0,12.0,1.0,8.0,2.0,18.0,17.0,2.0,9.0,0.0,23.0,46.0,0,14.0,17.0,3.0,8.0,2.0,42.0,12.0,0.0,84.0,12.0,3.0,0.0,5.0,3.0,7.0,2.0,12.0,42.0,1.0,12.0,0.0,17.0,67.0
286,6058,KrIVcXIiCdwRGUI4WguKXHPsvZChbtIb,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,36.0,22.0,14.0,70.0,8.0,66.0,11.0,0.0,191.0,27.285714285714285,5.0,0.0,1.0,14.0,54.0,8.0,21.0,66.0,16.0,11.0,0.0,77.0,114.0,0,30.0,26.0,19.0,84.0,10.0,31.0,7.0,0.0,177.0,25.285714285714285,2.0,0.0,1.0,19.0,64.0,10.0,25.0,31.0,20.0,7.0,0.0,94.0,83.0
287,6084,egIcBO9xXh5XDAWBOR2C58eTHcHVaPTq,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,4.0,2.0,1.0,0.0,0.0,31.0,4.0,0.0,38.0,5.428571428571429,3.0,0.0,0.0,1.0,0.0,0.0,2.0,31.0,0.0,4.0,0.0,1.0,37.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,6086,ZL7VsgZBlKFfi6BGNSyN1gGJros1L9ra,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,18.0,40.0,13.0,11.0,3.0,22.0,21.0,1.0,111.0,15.857142857142858,2.0,0.0,14.0,13.0,10.0,3.0,26.0,22.0,1.0,21.0,1.0,40.0,71.0,1,3.0,2.0,0.0,0.0,0.0,18.0,1.0,0.0,21.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,1.0,0.0,0.0,21.0
289,6087,uUWoPLkJSFKbD6KppcebOwMXezopCcLj,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,15.0,132.0,24.0,21.0,8.0,25.0,31.0,1.0,242.0,34.57142857142857,5.0,0.0,38.0,24.0,17.0,8.0,94.0,25.0,4.0,31.0,1.0,87.0,155.0,0,13.0,42.0,0.0,19.0,0.0,0.0,7.0,0.0,68.0,9.714285714285714,1.0,0.0,15.0,0.0,16.0,0.0,27.0,0.0,3.0,7.0,0.0,31.0,37.0
290,6090,Qsrx4kwwBFByqyYPAbCeTAurBzPDhOG4,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.7142857142857143,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,6136,sF8Qur7NIXPGJG744QNBCJLJgM51K1cT,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,9.0,10.0,4.0,0.0,2.0,1.0,4.0,0.0,21.0,3.0,1.0,0.0,3.0,4.0,0.0,2.0,7.0,1.0,0.0,4.0,0.0,9.0,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,6197,6A2JLpLWnCwUlo9pD1HHlgEwNLvzcllv,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,14.0,14.0,8.0,12.0,5.0,0.0,2.0,0.0,41.0,5.857142857142857,3.0,0.0,4.0,8.0,9.0,5.0,10.0,0.0,3.0,2.0,0.0,26.0,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,6203,qwOn6svjZUr6PbEPbdgCynJcocJs2Tff,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,17.0,28.0,14.0,10.0,6.0,14.0,15.0,0.0,87.0,12.428571428571429,3.0,0.0,6.0,14.0,10.0,6.0,22.0,14.0,0.0,15.0,0.0,36.0,51.0,0,19.0,15.0,10.0,8.0,6.0,5.0,3.0,1.0,48.0,6.857142857142857,1.0,0.0,3.0,10.0,8.0,6.0,12.0,5.0,0.0,3.0,1.0,27.0,21.0
294,6215,FgYPvBwLri7YiFI9og6clP9FuKJ08jX7,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,14.0,28.0,12.0,14.0,5.0,1.0,4.0,0.0,64.0,9.142857142857142,3.0,0.0,9.0,12.0,13.0,5.0,19.0,1.0,1.0,4.0,0.0,39.0,25.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,6217,xVu6NAX59MOmpApYDfs9WPe7YPPVhsFD,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,15.0,9.0,7.0,12.0,6.0,0.0,2.0,0.0,36.0,5.142857142857143,1.0,0.0,0.0,7.0,10.0,6.0,9.0,0.0,2.0,2.0,0.0,23.0,13.0,1,36.0,26.0,1.0,50.0,1.0,5.0,9.0,1.0,93.0,13.285714285714286,2.0,0.0,1.0,1.0,43.0,1.0,25.0,5.0,7.0,9.0,1.0,46.0,47.0
296,6222,2CJPniJdzPQB2xVD7usFld4N6998DubA,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,16.0,21.0,9.0,12.0,4.0,23.0,17.0,2.0,88.0,12.571428571428571,5.0,0.0,8.0,9.0,9.0,4.0,13.0,23.0,3.0,17.0,2.0,30.0,58.0,0,23.0,36.0,18.0,22.0,7.0,10.0,10.0,0.0,103.0,14.714285714285714,2.0,0.0,13.0,18.0,18.0,7.0,23.0,10.0,4.0,10.0,0.0,56.0,47.0
297,6235,ywdL3xkp7d2PSjbvnflAvIe7Wp6Q4SRe,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,39.0,25.0,10.0,92.0,6.0,0.0,6.0,0.0,139.0,19.857142857142858,3.0,0.0,1.0,10.0,75.0,6.0,24.0,0.0,17.0,6.0,0.0,92.0,47.0,0,31.0,11.0,5.0,78.0,3.0,0.0,9.0,0.0,106.0,15.142857142857142,3.0,0.0,1.0,5.0,76.0,3.0,10.0,0.0,2.0,9.0,0.0,85.0,21.0
298,6241,JOowoFboUWVsMh86KvKaqn28cyqJccLu,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,15.0,40.0,4.0,19.0,1.0,32.0,14.0,1.0,111.0,15.857142857142858,6.0,0.0,20.0,4.0,16.0,1.0,20.0,32.0,3.0,14.0,1.0,41.0,70.0,1,12.0,18.0,1.0,18.0,0.0,0.0,3.0,0.0,40.0,5.714285714285714,2.0,0.0,7.0,1.0,16.0,0.0,11.0,0.0,2.0,3.0,0.0,24.0,16.0
299,6251,xHZbSROhwP4RRQerUVWvcNTfOGc2DHWf,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,39.0,29.0,9.0,64.0,5.0,9.0,15.0,0.0,131.0,18.714285714285715,2.0,0.0,3.0,9.0,51.0,5.0,26.0,9.0,13.0,15.0,0.0,68.0,63.0,0,29.0,45.0,15.0,131.0,3.0,40.0,16.0,0.0,250.0,35.714285714285715,7.0,0.0,3.0,15.0,99.0,3.0,42.0,40.0,32.0,16.0,0.0,120.0,130.0
300,6276,e05jFgKTpMKrOATktordZrOlXAadcmLm,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.7142857142857143,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,6297,IBlNXwDR3MmRt5PBvnP44ynAugPBAbiq,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,6.0,7.0,3.0,0.0,0.0,0.0,3.0,0.0,13.0,1.8571428571428568,2.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,3.0,10.0,1,4.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,9.0,1.2857142857142858,2.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,7.0
302,6301,4NUGABfnQkRS9FoH90Vgnhdha4tRSmOB,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,23.0,28.0,18.0,0.0,12.0,0.0,10.0,0.0,68.0,9.714285714285714,5.0,0.0,0.0,18.0,0.0,12.0,28.0,0.0,0.0,10.0,0.0,30.0,38.0,0,31.0,28.0,17.0,58.0,5.0,0.0,6.0,0.0,114.0,16.285714285714285,4.0,0.0,5.0,17.0,47.0,5.0,23.0,0.0,11.0,6.0,0.0,74.0,40.0
303,6322,2IvFgMw0NfaiiFt35dmyYrQHt1TRMHZA,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,18.0,47.0,17.0,14.0,6.0,84.0,63.0,6.0,237.0,33.857142857142854,3.0,0.0,16.0,17.0,13.0,6.0,31.0,84.0,1.0,63.0,6.0,52.0,185.0,0,19.0,30.0,12.0,14.0,5.0,9.0,15.0,1.0,86.0,12.285714285714286,2.0,0.0,10.0,12.0,13.0,5.0,20.0,9.0,1.0,15.0,1.0,40.0,46.0
304,6333,VRqncpDBm1hyq75gsrR3U5uyrx0nFI6D,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,8.0,10.0,6.0,0.0,3.0,0.0,3.0,0.0,22.0,3.142857142857143,1.0,0.0,0.0,6.0,0.0,3.0,10.0,0.0,0.0,3.0,0.0,9.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,6361,8nT76hrzyl8ZAUdI7W6kfrIzHxI3puKM,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,15.0,25.0,0.0,0.0,0.0,0.0,9.0,0.0,34.0,4.857142857142857,4.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,9.0,0.0,0.0,34.0,0,51.0,24.0,0.0,132.0,0.0,0.0,7.0,0.0,163.0,23.285714285714285,2.0,0.0,2.0,0.0,130.0,0.0,22.0,0.0,2.0,7.0,0.0,132.0,31.0
306,6386,sgU8bYbkNg27HLTOfRzwWIg1HmjCd9Xd,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,15.0,19.0,1.0,21.0,1.0,1.0,7.0,1.0,51.0,7.285714285714286,1.0,0.0,8.0,1.0,18.0,1.0,11.0,1.0,3.0,7.0,1.0,28.0,23.0,0,16.0,22.0,0.0,20.0,0.0,1.0,11.0,2.0,56.0,8.0,3.0,0.0,6.0,0.0,17.0,0.0,16.0,1.0,3.0,11.0,2.0,23.0,33.0
307,6391,VWT0erf4AD2BzAGMlVwaBcrhUFyVXGW3,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,14.0,28.0,1.0,16.0,0.0,48.0,18.0,2.0,113.0,16.142857142857142,3.0,0.0,12.0,1.0,14.0,0.0,16.0,48.0,2.0,18.0,2.0,27.0,86.0,0,15.0,26.0,1.0,12.0,0.0,0.0,5.0,2.0,46.0,6.571428571428571,2.0,0.0,9.0,1.0,12.0,0.0,17.0,0.0,0.0,5.0,2.0,22.0,24.0
308,6396,mXsmDArxUTe9rMFHp3cGPJEx5ACYKD90,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,5.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,9.0,1.2857142857142858,1.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,4.0,5.0,0,28.0,57.0,23.0,35.0,8.0,21.0,6.0,0.0,150.0,21.428571428571427,3.0,0.0,26.0,23.0,30.0,8.0,31.0,21.0,5.0,6.0,0.0,87.0,63.0
309,6407,y7mamutAMELy79Bgdj0zOeVjiQ071oNX,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,10.0,14.0,4.0,2.0,4.0,0.0,2.0,0.0,26.0,3.7142857142857135,1.0,0.0,3.0,4.0,2.0,4.0,11.0,0.0,0.0,2.0,0.0,13.0,13.0,0,22.0,39.0,12.0,21.0,4.0,0.0,5.0,0.0,81.0,11.571428571428571,3.0,0.0,20.0,12.0,18.0,4.0,19.0,0.0,3.0,5.0,0.0,54.0,27.0
310,6427,vuqnfFRpmwKE9RdxK6XJMNF9m6H6VyTM,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,48.0,63.0,40.0,113.0,20.0,17.0,18.0,12.0,283.0,40.42857142857143,3.0,0.0,13.0,40.0,100.0,20.0,50.0,17.0,13.0,18.0,12.0,173.0,110.0,0,38.0,53.0,35.0,64.0,13.0,32.0,9.0,0.0,206.0,29.428571428571427,4.0,0.0,12.0,35.0,59.0,13.0,41.0,32.0,5.0,9.0,0.0,119.0,87.0
311,6453,thQSVbeIiNRLplpbUVbYa004tKe0jz1z,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,12.0,22.0,3.0,14.0,0.0,0.0,7.0,0.0,46.0,6.571428571428571,3.0,0.0,2.0,3.0,12.0,0.0,20.0,0.0,2.0,7.0,0.0,17.0,29.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,6473,QYNtwRXZGk0TiZU9fvvZmyYTg9wzmVe8,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,20.0,37.0,9.0,64.0,5.0,25.0,19.0,1.0,160.0,22.857142857142858,5.0,0.0,9.0,9.0,59.0,5.0,28.0,25.0,5.0,19.0,1.0,82.0,78.0,0,29.0,83.0,2.0,77.0,0.0,234.0,87.0,3.0,486.0,69.42857142857143,7.0,0.0,12.0,2.0,61.0,0.0,71.0,234.0,16.0,87.0,3.0,75.0,411.0
313,6475,4NUGABfnQkRS9FoH90Vgnhdha4tRSmOB,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,18.0,40.0,16.0,12.0,3.0,7.0,29.0,1.0,108.0,15.428571428571429,6.0,0.0,12.0,16.0,9.0,3.0,28.0,7.0,3.0,29.0,1.0,40.0,68.0,0,3.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,9.0,1.2857142857142858,3.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,2.0,7.0
314,6476,5l7JbkjmfBonHdF7CbCa3GMejToAwTQZ,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,15.0,29.0,3.0,16.0,0.0,4.0,20.0,2.0,74.0,10.571428571428571,3.0,0.0,9.0,3.0,13.0,0.0,20.0,4.0,3.0,20.0,2.0,25.0,49.0,1,9.0,10.0,3.0,8.0,0.0,4.0,2.0,0.0,27.0,3.857142857142857,1.0,0.0,6.0,3.0,8.0,0.0,4.0,4.0,0.0,2.0,0.0,17.0,10.0
315,6494,w1o1S1rsKOagmFCmrSXvpPsO3fHW3lAq,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,42.0,26.0,16.0,76.0,11.0,12.0,18.0,4.0,163.0,23.285714285714285,2.0,0.0,4.0,16.0,61.0,11.0,22.0,12.0,15.0,18.0,4.0,92.0,71.0,1,19.0,15.0,11.0,32.0,3.0,4.0,4.0,0.0,69.0,9.857142857142858,2.0,0.0,0.0,11.0,25.0,3.0,15.0,4.0,7.0,4.0,0.0,39.0,30.0
316,6497,QYNtwRXZGk0TiZU9fvvZmyYTg9wzmVe8,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,39.0,81.0,3.0,80.0,2.0,151.0,39.0,2.0,358.0,51.142857142857146,5.0,0.0,6.0,3.0,63.0,2.0,75.0,151.0,17.0,39.0,2.0,74.0,284.0,0,31.0,50.0,0.0,92.0,0.0,275.0,85.0,1.0,503.0,71.85714285714286,7.0,0.0,3.0,0.0,73.0,0.0,47.0,275.0,19.0,85.0,1.0,76.0,427.0
